$GPGSV,4,1,14,05,04,039,20,16,33,306,,18,08,142,,20,18,091,26*73
$GPGSV,4,1,14,05,04,039,21,16,33,306,,18,08,142,,20,18,091,26*72
$GPGSV,4,1,14,05,04,039,22,16,33,306,,18,08,142,,20,18,091,26*71
$GPGSV,4,1,14,05,04,039,23,16,33,306,,18,08,142,,20,18,091,26*70
$GPGSV,4,1,14,05,04,039,22,16,33,306,,18,08,142,,20,18,091,26*71
$GPGSV,4,1,14,05,04,039,22,16,33,306,,18,08,142,,20,18,091,26*71
$GPGSV,4,1,14,05,04,039,19,16,33,306,26,18,08,142,,20,18,091,09*70
$GPGSV,4,1,14,05,04,039,14,16,33,306,27,18,08,142,,20,18,091,10*74
$GPGSV,4,1,14,05,03,036,,16,36,309,,18,11,139,,20,20,087,12*7C
$GPGSV,4,1,14,05,03,036,,16,36,309,21,18,11,139,,20,20,087,10*7D
$GPGSV,4,1,14,05,03,036,,16,36,309,21,18,11,139,,20,20,087,10*7D
$GPGSV,4,1,14,05,03,036,,16,36,309,28,18,11,139,,20,20,087,10*74
$GPGSV,4,1,14,05,03,036,,16,36,309,28,18,11,139,,20,20,087,12*76
$GPGSV,4,1,14,05,03,036,,16,36,309,29,18,11,139,,20,20,087,14*71
$GPGSV,4,1,14,05,03,036,,16,36,309,29,18,11,139,,20,20,087,12*77
$GPGSV,4,1,14,05,03,036,,16,36,309,29,18,11,139,,20,20,087,18*7D
$GPGSV,4,1,14,05,03,036,,16,36,309,29,18,11,139,,20,20,087,17*72
$GPGSV,4,1,14,05,03,036,,16,36,309,29,18,11,139,,20,20,087,17*72
$GPGSV,4,1,14,05,03,036,,16,36,309,29,18,11,139,,20,20,087,16*73
$GPGSV,4,1,14,05,03,035,,16,36,309,,18,11,139,,20,20,087,16*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,139,,20,20,087,12*7E
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,139,,20,20,087,13*7F
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,139,,20,20,087,12*7E
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,139,,20,20,087,07*7A
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,139,,20,20,087,06*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,139,,20,20,087,11*7D
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,087,08*74
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,09*74
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,23*7C
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,24*7B
$GPGSV,4,1,14,05,03,035,,16,37,309,,18,11,138,,20,20,086,24*7B
